id	seqname	start	end	strand	ec	taxonomy	product
AJVJ01000037_5	AJVJ01000037	2815	3891	-		Candidatus Nitrosoarchaeum	Aspartate-semialdehyde dehydrogenase
AJVJ01000037_6	AJVJ01000037	4215	5048	+		Candidatus Nitrosopumilus koreensis AR1	aminotransferase class I II
AJVJ01000037_7	AJVJ01000037	5045	5884	+		"Nitrosopumilaceae" Konneke et al. 2005	Cobyric acid synthase
AJVJ01000037_8	AJVJ01000037	5881	6852	+	6.3.1.10	"Nitrosopumilaceae" Konneke et al. 2005	adenosylcobinamide-phosphate synthase CobD
AJVJ01000037_9	AJVJ01000037	6845	7570	+	2.7.8.26	"Nitrosopumilaceae" Konneke et al. 2005	adenosylcobinamide-GDP ribazoletransferase
AJVJ01000037_10	AJVJ01000037	7567	8151	+		Nitrosoarchaeum limnia	5-deoxyadenosylcobinamide phosphate nucleotidyltransferase
AJVJ01000037_11	AJVJ01000037	8134	8331	-		"Nitrosopumilaceae" Konneke et al. 2005	small subunit ribosomal protein S27e
AJVJ01000037_12	AJVJ01000037	8328	8609	-		"Nitrosopumilaceae" Konneke et al. 2005	large subunit ribosomal protein L44e
AJVJ01000037_13	AJVJ01000037	8680	10443	+	3.5.4.2	Candidatus Nitrosoarchaeum	deaminase OS Cenarchaeum symbiosum (strain A) GN ade PE 3 SV 1
AJVJ01000037_14	AJVJ01000037	10488	12113	+		Candidatus Nitrosoarchaeum koreensis	Chaperonin GroEL (HSP60 family)
AJVJ01000037_15	AJVJ01000037	12158	13021	+	2.7.1.59	Nitrosopumilaceae archaeon SFB1	N-acetylglucosamine kinase (EC:2.7.1.59)
AJVJ01000037_16	AJVJ01000037	13018	13278	-		"Nitrosopumilaceae" Konneke et al. 2005	DUF2024 domain containing protein
AJVJ01000037_17	AJVJ01000037	13291	13656	-		Candidatus Nitrosoarchaeum koreensis	hypothetical protein
AJVJ01000037_18	AJVJ01000037	13656	15179	-	6.3.5.2	"Nitrosopumilaceae" Konneke et al. 2005	synthase [glutamine-hydrolyzing] OS Pyrobaculum aerophilum (strain ATCC 51768 / IM2 DSM 7523 JCM 9630 NBRC 100827) GN guaA PE 3 SV 1
AJVJ01000037_19	AJVJ01000037	15184	15753	-		Candidatus Nitrosoarchaeum	hypothetical protein
AJVJ01000037_20	AJVJ01000037	15789	16523	-		Candidatus Nitrosoarchaeum koreensis	MAF flag10 domain containing protein
AJVJ01000037_21	AJVJ01000037	16560	17426	+	2.5.1.15	"Nitrosopumilaceae" Konneke et al. 2005	dihydropteroate synthase
AJVJ01000037_22	AJVJ01000037	17457	18887	+	1.1.1.205	Candidatus Nitrosopumilus koreensis AR1	dehydrogenase OS Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 JAL-1 JCM 10045 NBRC 100440) GN guaB PE 3 SV 1
AJVJ01000037_23	AJVJ01000037	18923	19390	+		Candidatus Nitrosoarchaeum limnia str. BG20	hypothetical protein
AJVJ01000037_24	AJVJ01000037	19387	20202	-	5.4.99.5	"Nitrosopumilaceae" Konneke et al. 2005	prephenate dehydratase
AJVJ01000037_25	AJVJ01000037	20206	20757	-		Nitrosopumilus maritimus SCM1	exosome complex component CSL4
AJVJ01000037_26	AJVJ01000037	20846	21922	+		Candidatus Nitrosoarchaeum koreensis	alcohol dehydrogenase
AJVJ01000037_27	AJVJ01000037	21928	22527	+		"Nitrosopumilus maritimus" Konneke et al. 2006	TPR repeat-containing protein
AJVJ01000037_28	AJVJ01000037	22528	23541	-		Candidatus Nitrosoarchaeum	diphthamide synthase subunit DPH2
AJVJ01000037_29	AJVJ01000037	23606	24934	+		Candidatus Nitrosopumilus koreensis AR1	DNA-binding protein containing Zn-ribbon domain-containing
AJVJ01000037_30	AJVJ01000037	25089	26180	+		"Nitrosopumilaceae" Konneke et al. 2005	glucose sorbosone dehydrogenase
AJVJ01000037_31	AJVJ01000037	26182	27438	+		"Nitrosopumilaceae" Konneke et al. 2005	Hydroxymethylglutaryl-CoA reductase
AJVJ01000037_32	AJVJ01000037	27478	28455	+	2.4.2.17	"Nitrosopumilaceae" Konneke et al. 2005	ATP phosphoribosyltransferase
AJVJ01000037_33	AJVJ01000037	28455	29726	+	1.1.1.23	"Nitrosopumilaceae" Konneke et al. 2005	histidinol dehydrogenase
AJVJ01000037_34	AJVJ01000037	29723	30793	+	2.6.1.9	"Nitrosopumilaceae" Konneke et al. 2005	histidinol-phosphate aminotransferase
AJVJ01000037_35	AJVJ01000037	30790	31764	+		"Nitrosopumilaceae" Konneke et al. 2005	hydrolase
AJVJ01000037_36	AJVJ01000037	31790	32377	+		Nitrosopumilus maritimus SCM1	Imidazoleglycerol-phosphate dehydratase
AJVJ01000037_37	AJVJ01000037	32377	32982	+		"Nitrosopumilaceae" Konneke et al. 2005	Glutamine amidotransferase
AJVJ01000037_38	AJVJ01000037	32979	33686	+		"Nitrosopumilaceae" Konneke et al. 2005	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase
AJVJ01000037_39	AJVJ01000037	33683	34486	+		"Nitrosopumilaceae" Konneke et al. 2005	Imidazoleglycerol-phosphate synthase
AJVJ01000037_40	AJVJ01000037	34510	34836	+		"Nitrosopumilaceae" Konneke et al. 2005	Phosphoribosyl-AMP cyclohydrolase
AJVJ01000037_41	AJVJ01000037	34838	35413	-		"Nitrosopumilus maritimus" Konneke et al. 2006	hypothetical protein
AJVJ01000037_42	AJVJ01000037	35601	36821	+		Candidatus Nitrosoarchaeum	Threonine synthase
AJVJ01000037_43	AJVJ01000037	36821	38158	+		"Nitrosopumilaceae" Konneke et al. 2005	UBA/ThiF-type NAD/FAD binding protein
AJVJ01000037_44	AJVJ01000037	38339	38623	+		Candidatus Nitrosopumilus sp. AR2	hypothetical protein
AJVJ01000037_45	AJVJ01000037	38800	38970	-			hypothetical protein
AJVJ01000037_46	AJVJ01000037	38912	39094	-			hypothetical protein
AJVJ01000037_47	AJVJ01000037	39220	39447	-		"Nitrosopumilaceae" Konneke et al. 2005	glutaredoxin
AJVJ01000037_48	AJVJ01000037	39437	39577	-			hypothetical protein
AJVJ01000037_49	AJVJ01000037	39574	40590	-		"Nitrosopumilaceae" Konneke et al. 2005	cytochrome c biogenesis protein transmembrane region
AJVJ01000037_50	AJVJ01000037	40681	40932	+		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
AJVJ01000037_51	AJVJ01000037	40973	41425	+		Aigarchaeota	hypothetical protein
AJVJ01000037_52	AJVJ01000037	41422	42303	-		Candidatus Nitrosoarchaeum koreensis	putative radical SAM superfamily lipoprotein
AJVJ01000037_53	AJVJ01000037	42406	42708	+		"Nitrosopumilaceae" Konneke et al. 2005	Predicted transcriptional regulators
AJVJ01000037_54	AJVJ01000037	42734	43018	+		Candidatus Nitrosoarchaeum	hypothetical protein
AJVJ01000037_55	AJVJ01000037	43054	43497	+		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
AJVJ01000037_56	AJVJ01000037	43487	43843	+	3.1.26.4	"Nitrosopumilaceae" Konneke et al. 2005	ribonuclease HI
AJVJ01000037_57	AJVJ01000037	43906	46002	+	6.2.1.13	Nitrosoarchaeum limnia	synthetase (ADP-forming), alpha beta subunit fusion OS Uncultured methanogenic archaeon RC-I GN acdAB PE 4 SV 1
AJVJ01000037_58	AJVJ01000037	46076	47602	+		Nitrosopumilus sp. MY1	Aromatic ring hydroxylase
AJVJ01000037_59	AJVJ01000037	47599	48486	-		"Nitrosopumilaceae" Konneke et al. 2005	Ig family protein
AJVJ01000037_60	AJVJ01000037	48664	49437	-	3.4.21.89	"Nitrosopumilaceae" Konneke et al. 2005	signal peptidase I
AJVJ01000037_61	AJVJ01000037	49481	50221	-		Candidatus Nitrosoarchaeum	hypothetical protein
AJVJ01000037_62	AJVJ01000037	50337	50663	+		Nitrosopumilus maritimus SCM1	Thiol-disulfide isomerase thioredoxins
AJVJ01000037_63	AJVJ01000037	50732	51265	+		"Nitrosopumilus maritimus" Konneke et al. 2006	hypothetical protein
AJVJ01000037_64	AJVJ01000037	51285	51644	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
AJVJ01000037_65	AJVJ01000037	51836	53239	+	3.5.2.2	Candidatus Nitrosoarchaeum	dihydropyrimidinase
AJVJ01000037_66	AJVJ01000037	53388	54194	+		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
AJVJ01000037_67	AJVJ01000037	54254	55024	+		"Nitrosopumilaceae" Konneke et al. 2005	protein-L-isoaspartate O-methyltransferase
AJVJ01000037_68	AJVJ01000037	54930	55760	-		"Nitrosopumilaceae" Konneke et al. 2005	Predicted dioxygenase
AJVJ01000037_69	AJVJ01000037	55782	56402	-		Candidatus Nitrosopumilus koreensis AR1	Uncharacterized conserved protein
AJVJ01000037_70	AJVJ01000037	56437	57507	+		Candidatus Nitrosoarchaeum koreensis	Pyruvate-formate lyase-activating enzyme
AJVJ01000037_71	AJVJ01000037	57541	58014	-		Candidatus Nitrosoarchaeum	Molecular chaperone (small heat shock protein)
AJVJ01000037_72	AJVJ01000037	58113	58796	-		Nitrosopumilaceae archaeon SFB1	restriction endonuclease
AJVJ01000037_73	AJVJ01000037	59366	59944	-		Candidatus Nitrosopumilus sp. AR2	protease inhibitor Kazal-type
AJVJ01000037_74	AJVJ01000037	60231	60905	-	5.3.1.6	"Nitrosopumilaceae" Konneke et al. 2005	ribose 5-phosphate isomerase A
AJVJ01000037_75	AJVJ01000037	60906	61859	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
AJVJ01000037_76	AJVJ01000037	62038	62274	-		Nitrosopumilus maritimus SCM1	small nuclear ribonucleoprotein
AJVJ01000037_77	AJVJ01000037	62333	63055	-		"Nitrosopumilus maritimus" Konneke et al. 2006	creatininase
AJVJ01000037_78	AJVJ01000037	63065	63901	-		"Nitrosopumilaceae" Konneke et al. 2005	Formyltetrahydrofolate hydrolase
AJVJ01000037_79	AJVJ01000037	64089	65438	+	5.4.2.10	Candidatus Nitrosoarchaeum	phosphomannomutase
AJVJ01000037_80	AJVJ01000037	65501	65887	+		Candidatus Nitrosoarchaeum koreensis	Ribosomal protein HS6-type (S12/L30/L7a)
AJVJ01000037_81	AJVJ01000037	65884	66096	+		Aigarchaeota	small subunit ribosomal protein S28e
AJVJ01000037_82	AJVJ01000037	66105	66305	+		"Nitrosopumilaceae" Konneke et al. 2005	large subunit ribosomal protein L24e
AJVJ01000037_83	AJVJ01000037	66308	66709	+		Candidatus Nitrosopumilus koreensis AR1	Nucleoside diphosphate kinase
AJVJ01000037_84	AJVJ01000037	66737	68497	+		"Nitrosopumilaceae" Konneke et al. 2005	Translation initiation factor 2 (IF-2 GTPase)
AJVJ01000037_85	AJVJ01000037	68530	68994	-		"Nitrosopumilaceae" Konneke et al. 2005	thioredoxin 1
AJVJ01000037_86	AJVJ01000037	69181	70509	-		"Nitrosopumilaceae" Konneke et al. 2005	Ig family protein
AJVJ01000037_87	AJVJ01000037	70637	71053	-		Nitrosoarchaeum limnia	hypothetical protein
AJVJ01000037_88	AJVJ01000037	71095	71460	-		biota	Predicted enzyme related to lactoylglutathione lyase
AJVJ01000037_89	AJVJ01000037	71552	72502	+		biota	Threonine dehydrogenase related Zn-dependent dehydrogenases
AJVJ01000037_90	AJVJ01000037	72581	73129	+		Aigarchaeota	SNARE associated golgi protein
AJVJ01000037_91	AJVJ01000037	73228	74019	-		Candidatus Nitrosoarchaeum	hypothetical protein
AJVJ01000037_92	AJVJ01000037	74204	74806	-		Candidatus Nitrosoarchaeum	Uracil-DNA glycosylase
AJVJ01000037_93	AJVJ01000037	74907	75107	-		"Nitrosopumilus" Konneke et al. 2005	nitroreductase
AJVJ01000037_94	AJVJ01000037	75354	76856	+		Candidatus Nitrosopumilus sp. AR2	hypothetical protein
AJVJ01000037_95	AJVJ01000037	76951	78495	+		Nitrosopumilaceae archaeon SFB1	putative periplasmic ligand-binding sensor protein
AJVJ01000037_96	AJVJ01000037	78557	78733	-			hypothetical protein
AJVJ01000037_97	AJVJ01000037	78817	79086	+		"Nitrosopumilaceae" Konneke et al. 2005	Hypothetical protein
AJVJ01000037_98	AJVJ01000037	79161	79532	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
AJVJ01000037_99	AJVJ01000037	79882	80241	+		Candidatus Nitrosopumilus koreensis AR1	hypothetical membrane protein
AJVJ01000037_100	AJVJ01000037	80224	80706	-		"Nitrosopumilaceae" Konneke et al. 2005	DUF82 domain containing protein
AJVJ01000037_101	AJVJ01000037	81298	81483	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
AJVJ01000037_102	AJVJ01000037	81519	81737	-		Candidatus Nitrosopumilus sp. AR2	hypothetical protein
AJVJ01000037_103	AJVJ01000037	81797	82516	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
AJVJ01000037_104	AJVJ01000037	82564	83553	-		"Nitrosopumilaceae" Konneke et al. 2005	aldo/keto reductase family protein
AJVJ01000037_105	AJVJ01000037	83637	84194	+		"Nitrosopumilaceae" Konneke et al. 2005	HD domain-containing protein 3
AJVJ01000037_106	AJVJ01000037	84250	84648	+		Candidatus Nitrosoarchaeum koreensis	hypothetical protein
AJVJ01000037_107	AJVJ01000037	84645	84749	-			hypothetical protein
AJVJ01000037_108	AJVJ01000037	84860	86125	+	6.1.1.21	Candidatus Nitrosoarchaeum koreensis	histidyl-tRNA synthetase
AJVJ01000037_109	AJVJ01000037	86106	86771	-		"Nitrosopumilaceae" Konneke et al. 2005	translation initiation factor eIF-6
AJVJ01000037_110	AJVJ01000037	86900	87409	+		Candidatus Nitrosopumilus koreensis AR1	4Fe-4S ferredoxin iron-sulfur binding domain-containing protein
AJVJ01000037_111	AJVJ01000037	87515	88063	+		"Nitrosopumilaceae" Konneke et al. 2005	4Fe-4S ferredoxin iron-sulfur binding domain-containing protein
AJVJ01000037_112	AJVJ01000037	88226	89176	-		Candidatus Nitrosoarchaeum	ATPase involved DNA replication
AJVJ01000037_113	AJVJ01000037	89368	89898	+		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
AJVJ01000037_114	AJVJ01000037	89879	91966	+		Nitrosoarchaeum limnia	replicative DNA helicase Mcm
AJVJ01000037_115	AJVJ01000037	91963	94089	+		Candidatus Nitrosoarchaeum koreensis	helicase
AJVJ01000037_116	AJVJ01000037	94090	95082	+	2.7.8.15	"Nitrosopumilaceae" Konneke et al. 2005	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase
AJVJ01000037_117	AJVJ01000037	95112	95309	+		Candidatus Nitrosopumilus sp. AR2	hypothetical protein
AJVJ01000037_118	AJVJ01000037	95306	95782	-		"Nitrosopumilaceae" Konneke et al. 2005	hexapaptide repeat-containing transferase
AJVJ01000037_119	AJVJ01000037	95787	96056	-		Candidatus Nitrosoarchaeum limnia str. BG20	hypothetical protein
AJVJ01000037_120	AJVJ01000037	96053	96988	-		"Nitrosopumilaceae" Konneke et al. 2005	oxidoreductase domain-containing protein
AJVJ01000037_121	AJVJ01000037	96989	97906	-		Candidatus Nitrosoarchaeum	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase
AJVJ01000037_122	AJVJ01000037	97950	98558	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
AJVJ01000037_123	AJVJ01000037	98602	99447	-	1.18.1.2	Candidatus Nitrosoarchaeum koreensis	ferredoxin--NADP+ reductase
AJVJ01000037_124	AJVJ01000037	99649	100185	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
AJVJ01000037_125	AJVJ01000037	100626	101492	-		"Nitrosopumilaceae" Konneke et al. 2005	PEP phosphonomutase related enzymes
AJVJ01000037_126	AJVJ01000037	101548	102057	-		"Nitrosopumilaceae" Konneke et al. 2005	PadR-like family transcriptional regulator
AJVJ01000037_127	AJVJ01000037	102153	103865	+		"Nitrosopumilaceae" Konneke et al. 2005	Succinate dehydrogenase/fumarate reductase, flavoprotein subunit
AJVJ01000037_128	AJVJ01000037	103866	104297	+	1.3.99.1	Nitrosopumilus maritimus SCM1	succinate dehydrogenase cytochrome b-556 subunit
AJVJ01000037_129	AJVJ01000037	104317	104643	+		Cenarchaeum symbiosum A	hypothetical protein
AJVJ01000037_130	AJVJ01000037	104646	105404	+		Candidatus Nitrosoarchaeum	Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit
AJVJ01000037_131	AJVJ01000037	105401	105757	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
AJVJ01000037_132	AJVJ01000037	105774	107234	+	4.3.2.1	"Nitrosopumilaceae" Konneke et al. 2005	lyase OS Nitrosopumilus maritimus (strain SCM1) GN argH PE 3 SV 1
AJVJ01000037_133	AJVJ01000037	107627	108445	+		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
AJVJ01000037_134	AJVJ01000037	108451	109536	+	1.2.1.70	Candidatus Nitrosoarchaeum koreensis	reductase OS Cenarchaeum symbiosum (strain A) GN hemA PE 3 SV 1
AJVJ01000037_135	AJVJ01000037	109542	109709	-			hypothetical protein
AJVJ01000037_136	AJVJ01000037	109822	110664	-	1.18.1.2	"Nitrosopumilaceae" Konneke et al. 2005	ferredoxin--NADP+ reductase
AJVJ01000037_137	AJVJ01000037	110796	111596	-	3.1.3.25	Nitrosopumilus maritimus SCM1	myo-inositol-1(or 4)-monophosphatase
AJVJ01000037_138	AJVJ01000037	111679	112794	+		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
AJVJ01000037_139	AJVJ01000037	112803	113960	+		"Nitrosopumilus maritimus" Konneke et al. 2006	replication factor C large subunit
AJVJ01000037_140	AJVJ01000037	113978	114268	+		Candidatus Nitrosoarchaeum	hypothetical protein
AJVJ01000037_141	AJVJ01000037	114369	115916	+		"Nitrosopumilaceae" Konneke et al. 2005	Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha beta)
AJVJ01000037_142	AJVJ01000037	115920	117410	+		"Nitrosopumilaceae" Konneke et al. 2005	Biotin carboxylase
AJVJ01000037_143	AJVJ01000037	117417	117929	+		Candidatus Nitrosoarchaeum koreensis	biotin/lipoyl attachment domain-containing protein
AJVJ01000037_144	AJVJ01000037	117934	118398	-		Candidatus Nitrosopumilus koreensis AR1	Peroxiredoxin
AJVJ01000037_145	AJVJ01000037	118511	118885	+	1.6.5.3	"Nitrosopumilaceae" Konneke et al. 2005	NADH dehydrogenase I subunit A
AJVJ01000037_146	AJVJ01000037	118926	119450	+		"Nitrosopumilaceae" Konneke et al. 2005	NADH:ubiquinone oxidoreductase 20 kD subunit related Fe-S oxidoreductases
AJVJ01000037_147	AJVJ01000037	119450	120046	+	1.6.5.3	"Nitrosopumilaceae" Konneke et al. 2005	NADH dehydrogenase I subunit C
AJVJ01000037_148	AJVJ01000037	120048	121181	+		Candidatus Nitrosoarchaeum	NADH:ubiquinone oxidoreductase 49 kD subunit 7
AJVJ01000037_149	AJVJ01000037	121182	122480	+	1.6.99.5	"Nitrosopumilaceae" Konneke et al. 2005	NADH dehydrogenase (quinone) (EC:1.6.99.5)
AJVJ01000037_150	AJVJ01000037	122480	122977	+	1.6.5.3	"Nitrosopumilaceae" Konneke et al. 2005	NADH dehydrogenase I subunit
AJVJ01000037_151	AJVJ01000037	122970	123482	+	1.6.5.3	Candidatus Nitrosopumilus koreensis AR1	NADH dehydrogenase I subunit 6
AJVJ01000037_152	AJVJ01000037	123463	123768	+	1.6.5.3	Candidatus Nitrosoarchaeum	NADH dehydrogenase I subunit K
AJVJ01000037_153	AJVJ01000037	123768	125321	+	1.6.99.5	Candidatus Nitrosoarchaeum koreensis	NADH dehydrogenase I subunit M
AJVJ01000037_154	AJVJ01000037	125325	127403	+	1.6.99.5	"Nitrosopumilaceae" Konneke et al. 2005	NADH dehydrogenase I subunit L
AJVJ01000037_155	AJVJ01000037	127416	128900	+	1.6.99.5	"Nitrosopumilaceae" Konneke et al. 2005	NADH dehydrogenase I subunit N
AJVJ01000037_156	AJVJ01000037	128890	129741	-		Nitrosoarchaeum limnia	polyprenyl synthetase
AJVJ01000037_157	AJVJ01000037	129943	130575	+	1.3.3.11	"Nitrosopumilaceae" Konneke et al. 2005	pyrroloquinoline-quinone synthase
AJVJ01000037_158	AJVJ01000037	131328	131726	+		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
AJVJ01000037_159	AJVJ01000037	131825	132046	+		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
AJVJ01000037_160	AJVJ01000037	132172	132513	+		Candidatus Nitrosopumilus sp. AR2	hypothetical protein
AJVJ01000037_161	AJVJ01000037	132669	132845	-			hypothetical protein
AJVJ01000037_162	AJVJ01000037	132952	133167	+		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
AJVJ01000037_163	AJVJ01000037	133268	133738	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
AJVJ01000037_164	AJVJ01000037	133768	134025	-		Candidatus Nitrosopumilus sp. AR2	hypothetical protein
AJVJ01000037_165	AJVJ01000037	134258	134509	+		Candidatus Nitrosopumilus sp. AR2	hypothetical protein
AJVJ01000037_166	AJVJ01000037	134553	134804	+		Candidatus Nitrosopumilus sp. AR2	hypothetical protein
AJVJ01000037_167	AJVJ01000037	134928	135278	+		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
AJVJ01000037_168	AJVJ01000037	135567	136172	-	2.4.2.10	"Nitrosopumilaceae" Konneke et al. 2005	phosphoribosyltransferase OS Cenarchaeum symbiosum (strain A) GN pyrE PE 3 SV 1
AJVJ01000037_169	AJVJ01000037	136223	137305	+		"Nitrosopumilaceae" Konneke et al. 2005	Transcriptional regulator
AJVJ01000037_170	AJVJ01000037	137297	138427	-		"Nitrosopumilaceae" Konneke et al. 2005	peptidase M50
AJVJ01000037_171	AJVJ01000037	138478	138975	+		Nitrosopumilaceae archaeon SFB1	Acetyltransferases
AJVJ01000037_172	AJVJ01000037	139013	139231	+		Nitrosopumilus maritimus SCM1	transcription regulator
AJVJ01000037_173	AJVJ01000037	139233	140060	-		"Nitrosopumilus maritimus" Konneke et al. 2006	protein unknown function Met10
AJVJ01000037_174	AJVJ01000037	140066	141853	-		"Nitrosopumilaceae" Konneke et al. 2005	Predicted ATPase, RNase L inhibitor (RLI) homolog
AJVJ01000037_175	AJVJ01000037	142111	142248	+			hypothetical protein
AJVJ01000037_176	AJVJ01000037	142251	143720	-	3.4.11.1	Nitrosoarchaeum limnia	cytosol aminopeptidase OS Cenarchaeum symbiosum (strain A) GN pepA PE 3 SV 1
AJVJ01000037_177	AJVJ01000037	143758	144132	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
AJVJ01000037_178	AJVJ01000037	144201	144767	+		"Nitrosopumilaceae" Konneke et al. 2005	Hypothetical protein
AJVJ01000037_179	AJVJ01000037	144948	146507	+		"Nitrosopumilaceae" Konneke et al. 2005	ribulose-phosphate 3-epimerase
AJVJ01000037_180	AJVJ01000037	146519	147478	+		Nitrosopumilus sp. MY1	Transketolase, C-terminal subunit
